target,feature_set,model,evaluation,replicate,bootstrap_sample_n,bootstrap_event_n,protocol,nominal_fraction,from_scenario,to_scenario,from_selected_n,to_selected_n,delta_selected_n,from_true_positive_n,to_true_positive_n,delta_true_positive_n,from_population_event_capture,to_population_event_capture,delta_population_event_capture
target_preterm,landmark_strict,lightgbm,temporal_test_2023,5,3480382,302379,fixed_absolute_budget,0.05,early_entry,all_record_upper_bound,174019,174019,0,32478,36872,4394,0.10740825255722124,0.12193968496489505,0.014531432407673808
target_preterm,landmark_strict,lightgbm,temporal_test_2023,5,3480382,302379,fixed_absolute_budget,0.1,early_entry,any_prenatal_care,348038,348038,0,52801,55587,2786,0.17461860777368798,0.18383221057017848,0.0092136027964905
target_preterm,landmark_strict,lightgbm,temporal_test_2023,5,3480382,302379,fixed_absolute_budget,0.1,any_prenatal_care,all_record_upper_bound,348038,348038,0,55587,60081,4494,0.18383221057017848,0.19869435377456768,0.014862143204389194
target_preterm,landmark_strict,lightgbm,temporal_test_2023,5,3480382,302379,fixed_absolute_budget,0.1,early_entry,all_record_upper_bound,348038,348038,0,52801,60081,7280,0.17461860777368798,0.19869435377456768,0.024075746000879694
target_preterm,landmark_strict,lightgbm,temporal_test_2023,5,3480382,302379,fixed_calibration_threshold,0.05,early_entry,any_prenatal_care,126240,170181,43941,26081,34246,8165,0.08625268289133835,0.11325521944314916,0.027002536551810813
target_preterm,landmark_strict,lightgbm,temporal_test_2023,5,3480382,302379,fixed_calibration_threshold,0.05,any_prenatal_care,all_record_upper_bound,170181,182372,12191,34246,38098,3852,0.11325521944314916,0.12599419933262562,0.012738979889476462
target_preterm,landmark_strict,lightgbm,temporal_test_2023,5,3480382,302379,fixed_calibration_threshold,0.05,early_entry,all_record_upper_bound,126240,182372,56132,26081,38098,12017,0.08625268289133835,0.12599419933262562,0.039741516441287275
target_preterm,landmark_strict,lightgbm,temporal_test_2023,5,3480382,302379,fixed_calibration_threshold,0.1,early_entry,any_prenatal_care,239877,331497,91620,40495,53755,13260,0.1339213371298933,0.1777735887743527,0.04385225164445941
target_preterm,landmark_strict,lightgbm,temporal_test_2023,5,3480382,302379,fixed_calibration_threshold,0.1,any_prenatal_care,all_record_upper_bound,331497,361676,30179,53755,61660,7905,0.1777735887743527,0.20391627725470354,0.02614268848035084
target_preterm,landmark_strict,lightgbm,temporal_test_2023,5,3480382,302379,fixed_calibration_threshold,0.1,early_entry,all_record_upper_bound,239877,361676,121799,40495,61660,21165,0.1339213371298933,0.20391627725470354,0.06999494012481025
target_preterm,landmark_strict,lightgbm,temporal_test_2023,6,3480382,304148,cohort_specific_top_fraction,0.05,early_entry,any_prenatal_care,130007,166997,36990,26975,34218,7243,0.0886903744229783,0.11250443862856241,0.023814064205584115
target_preterm,landmark_strict,lightgbm,temporal_test_2023,6,3480382,304148,cohort_specific_top_fraction,0.05,any_prenatal_care,all_record_upper_bound,166997,174019,7022,34218,37357,3139,0.11250443862856241,0.1228250720044189,0.010320633375856494
target_preterm,landmark_strict,lightgbm,temporal_test_2023,6,3480382,304148,cohort_specific_top_fraction,0.05,early_entry,all_record_upper_bound,130007,174019,44012,26975,37357,10382,0.0886903744229783,0.1228250720044189,0.03413469758144061
