target,feature_set,model,evaluation,bootstrap_method,replicates,confidence_level,nominal_fraction,metric,point_estimate,point_estimate_pp,bootstrap_mean,bootstrap_mean_pp,bootstrap_se,bootstrap_se_pp,ci_lower,ci_upper,ci_lower_pp,ci_upper_pp
target_nicu,landmark_strict,lightgbm,temporal_evaluation_cohort_2023,paired full-size record-level nonparametric bootstrap; B_early and B_all fixed to observed absolute counts,500,0.95,0.05,shapley_capacity,0.021235801308999783,2.1235801308999784,0.021234571702607744,2.1234571702607745,0.0001665634544441945,0.016656345444419452,0.02092042494492172,0.021560956463123084,2.0920424944921723,2.156095646312308
target_nicu,landmark_strict,lightgbm,temporal_evaluation_cohort_2023,paired full-size record-level nonparametric bootstrap; B_early and B_all fixed to observed absolute counts,500,0.95,0.05,total_topq_contrast,0.03314703991295316,3.3147039912953162,0.03316379394575691,3.3163793945756908,0.0003178552703870848,0.03178552703870848,0.03255225353201046,0.0337849044004283,3.255225353201046,3.37849044004283
target_nicu,landmark_strict,lightgbm,temporal_evaluation_cohort_2023,paired full-size record-level nonparametric bootstrap; B_early and B_all fixed to observed absolute counts,500,0.95,0.1,C00_early_Bearly,0.13931450615757457,13.931450615757457,0.13931647489406943,13.931647489406943,0.0005855355544891685,0.058553555448916855,0.13806600337913225,0.1404744290682313,13.806600337913224,14.047442906823129
target_nicu,landmark_strict,lightgbm,temporal_evaluation_cohort_2023,paired full-size record-level nonparametric bootstrap; B_early and B_all fixed to observed absolute counts,500,0.95,0.1,C10_all_Bearly,0.15837578515257925,15.837578515257924,0.1583433041723091,15.83433041723091,0.0005998864076850618,0.05998864076850618,0.15712960166830248,0.1594957836661385,15.712960166830248,15.949578366613851
target_nicu,landmark_strict,lightgbm,temporal_evaluation_cohort_2023,paired full-size record-level nonparametric bootstrap; B_early and B_all fixed to observed absolute counts,500,0.95,0.1,C01_early_Ball,0.17198344791202994,17.198344791202995,0.17198751786534472,17.198751786534473,0.0006352516594412515,0.06352516594412515,0.17079836682938732,0.17315181130968468,17.079836682938733,17.31518113096847
target_nicu,landmark_strict,lightgbm,temporal_evaluation_cohort_2023,paired full-size record-level nonparametric bootstrap; B_early and B_all fixed to observed absolute counts,500,0.95,0.1,C11_all_Ball,0.1951992350429464,19.51992350429464,0.19526167385818338,19.52616738581834,0.0006432752443799684,0.06432752443799684,0.19398667887753548,0.1965221430718711,19.398667887753547,19.65221430718711
target_nicu,landmark_strict,lightgbm,temporal_evaluation_cohort_2023,paired full-size record-level nonparametric bootstrap; B_early and B_all fixed to observed absolute counts,500,0.95,0.1,availability_main_at_early_budget,0.019061278995004677,1.9061278995004676,0.019026829278239666,1.9026829278239665,0.00047805470206488464,0.04780547020648846,0.01810223736692075,0.019933810604021943,1.810223736692075,1.9933810604021944
target_nicu,landmark_strict,lightgbm,temporal_evaluation_cohort_2023,paired full-size record-level nonparametric bootstrap; B_early and B_all fixed to observed absolute counts,500,0.95,0.1,capacity_main_in_early_cohort,0.032668941754455366,3.2668941754455365,0.03267104297127529,3.2671042971275286,0.000312697208432233,0.031269720843223305,0.032048098845383934,0.033243560679389716,3.204809884538393,3.3243560679389716
target_nicu,landmark_strict,lightgbm,temporal_evaluation_cohort_2023,paired full-size record-level nonparametric bootstrap; B_early and B_all fixed to observed absolute counts,500,0.95,0.1,interaction,0.004154508135911783,0.4154508135911783,0.00424732671459896,0.424732671459896,0.00044468966335990434,0.044468966335990436,0.003409901374618313,0.005094252629113663,0.34099013746183127,0.5094252629113663
target_nicu,landmark_strict,lightgbm,temporal_evaluation_cohort_2023,paired full-size record-level nonparametric bootstrap; B_early and B_all fixed to observed absolute counts,500,0.95,0.1,ordered_capacity_within_early_cohort,0.032668941754455366,3.2668941754455365,0.03267104297127529,3.2671042971275286,0.000312697208432233,0.031269720843223305,0.032048098845383934,0.033243560679389716,3.204809884538393,3.3243560679389716
